fold,n_samples,n_xray,n_pandora,xray_best_mean,xray_best_median,xray_avg_mean,xray_avg_median,pandora_best_mean,pandora_best_median,pandora_avg_mean,pandora_avg_median
fold_1_flow_2,846,42,804,8.88248348236084,8.90172004699707,9.478684425354004,9.35745620727539,9.004858016967773,9.060938835144043,9.509413719177246,9.361117362976074
